Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,publish time,title
Row_466,"The global spread of urban waterfront redevelopment, hitherto largely confined to advanced countries, is starting to impact upon developing countries as they promote conservation in historic cities in a range of cultural contexts including tourism development and urban renewal. This paper debates theoretical issues raised and reports on the experience of Lamu, an East African port-city where urban conservation including waterfront revitalization is making progress with the support of local, national and international organizations. The problems of decline and revitalization are assessed in terms of past experience and modern objectives and constraints. Conclusions reflect the need for balanced, culture-dependent approaches. (C) 2001 Elsevier Science Ltd. All rights reserved.","Hoyle, B",,,,,,,,,,,,,40,CITIES,conservation,East Africa,Lamu,port-cities,urban renewal,waterfront redevelopment,REDEVELOPMENT,,,,,,,,,,,,,,,,OCT 2001,Lamu - Waterfront revitalization in an East African port-city
Row_467,,"Innes, J",,,,,,,,,,,,,4,Proceedings of the British Academy,,,,,,,,,,,,,,,,,,,,,,,2001,"Managing the metropolis: London's social problems and their control, c. 1660-1830."
Row_468,,"Hackney, R",,,,,,,,,,,,,0,Royal Society of Health journal,,,,,,,,,,,,,,,,,,,,,,,1975-Feb,Housing improvements. (b) The Black Road improvement area.
Row_469,"Background: Laws prohibiting the consumption of alcohol on the street have proliferated in Australia over the past 15 years. It is no coincidence that these laws have been implemented at the same time that significant advancements in urban renewal and gentrification have occurred in metropolitan cities.Methods: This paper draws on observational research as well as interviews and/or focus groups with street drinkers, residents and service providers (police, council workers, health workers and traders).Results: Environmental economic and social changes that have occurred through gentrification are central to ongoing debates around the use of public space in urban areas.Conclusion: The geographical exclusion of street drinkers that has occurred as a result of these laws warrants the consideration of a more socially responsible strategy than the current legislative approach. (C) 2014 Published by Elsevier B.V.","Pennay, Amy","Manton, Elizabeth","Savic, Michael",,,,,,,,,,,23,INTERNATIONAL JOURNAL OF DRUG POLICY,Street drinking,Public space,Gentrification,Urban renewal,Australia,ALCOHOL,,,,,,,,,,,,,,,,,NOV 2014,"Geographies of exclusion: Street drinking, gentrification and contests over public space"
Row_470,,"Zhou, Conghui","Zhang, Shining","Liu, Bowen","Li, Tianjiao","Shi, Jixin","Zhan, Huiying",,,,,,,,0,CITIES,,,,,,,,,,,,,,,,,,,,,,,JAN 2025,"Using deep learning to unravel the structural evolution of block-scale green spaces in urban renewal (vol 150, 105030, 2024)"
Row_471,,"Hananel, Ravit","Shamai, Moshe",,,,,,,,,,,,0,HABITAT INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,,,NOV 2024,From Earthquake Preparedness to Urban Renewal: unveiling the forces behind Israel's national master plan (TAMA 38) transformation
Row_472,,"Mulroy, EA","Ewalt, PL",,,,,,,,,,,,4,SOCIAL WORK,,,,,,,,,,,,,,,,,,,,,,,MAR 1996,Is shelter a private problem?
Row_473,,"Pisano, J B",,,,,,,,,,,,,0,Annales du Midi,,,,,,,,,,,,,,,,,,,,,,,2001,"[Urban conflicts as manifestations of reconfigured solidarities: Sartene, 1789-1830]."
Row_474,,"Choi, T Y",,,,,,,,,,,,,0,Victorian studies,,,,,,,,,,,,,,,,,,,,,,,2001,"Writing the Victorian city: discourses of risk, connection, and inevitability."
Row_475,,"Wang, Meicheng","Ruan, Tian",,,,,,,,,,,,0,RECENT DEVELOPMENTS IN CHINESE URBAN PLANNING,,,,,,,,,,,,,,,,,,,,,,,2015,Conflicts in the Urban Renewal of the Historic Preservation Area-Based on the Investigation of Nanbuting Community in Nanjing
Row_476,"In recent years, microtransformation has gradually become a renewal method adapted for the development of Chinese cities and has been promoted by many city managers. This research regards microtransformation as a brand and explores the perceptions of Guangzhou residents by focusing on brand equity-related theories and research. The research results show that the brand equity of microtransformation is generally high, but the residents' perception of brand awareness is low. The choices and support of residents, the esthetic sensory experience, the Guangzhou characteristics of microtransformation, and the way microtransformation is understood are important factors that affect the success of Guangzhou's microtransformation. Therefore, combining the needs of residents with Guangzhou's historical and cultural status, clarifying the division of labor and responsibilities of related institutions, and expanding the audience's perception of channels play an important role in the future development of the branding of Guangzhou's microtransformation.","Wang, Min","Gu, Shanshan","Lin, Yinbin","Luo, Zhiwei","Zheng, Yuping",,,,,,,,,7,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Microtransformation,Brand equity,City brand,Urban renewal,Guangzhou residents,CITY,MODEL,PARTICIPATION,INTENTION,IDENTITY,GREEN,IMAGE,GAP,,,,,,,,,,SEP 2021,"Urban Renewal and Brand Equity: Guangzhou, China Residents' Perceptions of Microtransformation"
Row_477,"In recent years, Mexico City has undergone a process of globalization that has led to the renewal of the city and the increase in the cost of living in it. This paper analyzes the urbanization of sustainability policies, particularly those of the 2006-2012 administration, with the objective of understanding how they were urbanized and the economic and social results they yielded within a territorial context that favors economic and market activity.To analyze the way in which they were projected in the city's territory and the performance that sustainability policies had, the discourses and practice of globalization and sustainable development are examined and compared, as well as qualitative and quantitative information on economic renewal and urban sustainability in Mexico City. Among the findings is that Mexico City's urban sustainability policies favored economic and market activity over environmental protection and social development. In this way, the city's sustainability contributed to the increase in land prices, to the use of instruments that benefit the private sector and the development of green markets.","Perez, Cristobal",,,,,,,,,,,,,0,REVISTA DE GEOGRAFIA NORTE GRANDE,Globalization,Urban renewal,Urban sustainability,Land revaluation,Green markets,,,,,,,,,,,,,,,,,,2023,Economic and market prevalence in the sustainability policies of Mexico City
Row_478,"Tenants are in a vulnerable position in relation to investments by landlords in their homes. Both, overinvestment, resulting in gentrification, and underinvestment, resulting in deterioration, are processes that have been well analysed in studies on gentrification and rent control. Much less is known about institutions that seek to ensure a balance between overinvestment and underinvestment. Tenancy law maybe one of these institutions. Based on a Europe-wide survey of tenancy law produced by the FP7 TENLAW project, this paper analyses the role of tenancy law in the legal positions of tenants towards investments by landlords in their properties. A special focus is on the position of tenants in urban renewal, especially since urban renewal may result in the relocation of current tenants through the force of law. The legal relationships between landlord and tenant are classified by four ideal typical positions namely short-term contracts, in which security ends with the termination of the contract, long-term contracts, which provide tenants more security of tenure, but which have also provisions to terminate the contract for reasons of urban renewal, protected tenants, who can only be relocated if a suitable alternative dwelling is provided, and informal users, who cannot rely on the safeguard of a rental contract, but have some legal protection based on the European Convention of Human Rights. (C) 2015 Elsevier Ltd. All rights reserved.","Altes, Willem K. Korthals",,,,,,,,,,,,,10,CITIES,Relocation,Urban renewal,Landlord and tenant law,RESIDENTIAL RELOCATION,RENT CONTROL,PROPERTY,RIGHTS,SECURITY,,,,,,,,,,,,,,,MAR 2016,Forced relocation and tenancy law in Europe
Row_479,,"Curtis, L A",,,,,,,,,,,,,0,"Public health reports (Washington, D.C. : 1974)",,,,,,,,,,,,,,,,,,,,,,,1980 Nov-Dec,HUD's crime prevention program.
Row_480,,"Sakikawa, S","Osaka, T","Kamimura, S",,,,,,,,,,,0,[Hokenfu zasshi] The Japanese journal for public health nurse,,,,,,,,,,,,,,,,,,,,,,,1970-Nov,[Discussion. Public health nurse in the land reclamation project and her job classification].
Row_481,"Since Barcelona's central municipality reached its maturity, migration and residential mobility have been the determinant factors of its sociodemographic renewal. It has been proved in many other inner cities that participants in residential flows (moving into, moving out and moving within the urban core) are intensively selected according their sociodemographic profiles. In Barcelona, young people, singles, professionals and the highly educated are more willing to move into and within the central city. Meanwhile, family dimension is behind most of the leaving the inner city movements. Manual workers and medium educated are more likely to leave central areas. As a consequence, Barcelona's urban core has experienced an intense process of population renewal during the last decade. The research is based on the analysis of the Census 2001 100% microdata, which have enable us to explore the sociodemographic profile of each person moving into, leaving from and moving within Barcelona's central city.","Lopez Gay, Antonio","Recano Valverde, Joaquin",,,,,,,,,,,,3,SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,Barcelona,residential mobility,urban demography,migratory filter,migratory selectivity,MOBILITY,CITY,GENTRIFICATION,DISPLACEMENT,HOUSEHOLD,CITIES,LONDON,FRANCE,PARIS,MOVES,,,,,,,,AUG 1 2008,Sociodemographic renewal of a mature urban center: Migration profiles and residential filters in Barcelona
